id,room_id/id,noted_date,temp,out/in,Date,Time
__export__.temp_log_196134_bd201015,Room Admin,08-12-2018 09:30,29,1,08-12-2018,09:30
__export__.temp_log_196131_7bca51bc,Room Admin,08-12-2018 09:30,29,1,08-12-2018,09:30
__export__.temp_log_196127_522915e3,Room Admin,08-12-2018 09:29,41,0,08-12-2018,09:29
__export__.temp_log_196128_be0919cf,Room Admin,08-12-2018 09:29,41,0,08-12-2018,09:29
__export__.temp_log_196126_d30b72fb,Room Admin,08-12-2018 09:29,31,1,08-12-2018,09:29
__export__.temp_log_196125_b0fa0b41,Room Admin,08-12-2018 09:29,31,1,08-12-2018,09:29
__export__.temp_log_196121_01544d45,Room Admin,08-12-2018 09:28,29,1,08-12-2018,09:28
__export__.temp_log_196122_f8b80a9f,Room Admin,08-12-2018 09:28,29,1,08-12-2018,09:28
__export__.temp_log_196111_6b7a0848,Room Admin,08-12-2018 09:26,29,1,08-12-2018,09:26
__export__.temp_log_196112_e134aebd,Room Admin,08-12-2018 09:26,29,1,08-12-2018,09:26
__export__.temp_log_196108_4a983c7e,Room Admin,08-12-2018 09:25,42,0,08-12-2018,09:25
__export__.temp_log_196108_4a983c7e,Room Admin,08-12-2018 09:25,42,0,08-12-2018,09:25
__export__.temp_log_196101_d5ec7633,Room Admin,08-12-2018 09:24,29,1,08-12-2018,09:24
__export__.temp_log_196099_3b8ef67b,Room Admin,08-12-2018 09:24,29,1,08-12-2018,09:24
__export__.temp_log_196095_788b2c27,Room Admin,08-12-2018 09:22,29,1,08-12-2018,09:22
__export__.temp_log_196096_eafb59b6,Room Admin,08-12-2018 09:22,29,1,08-12-2018,09:22
__export__.temp_log_196094_38501388,Room Admin,08-12-2018 09:21,41,0,08-12-2018,09:21
__export__.temp_log_196093_f0b3b649,Room Admin,08-12-2018 09:21,41,0,08-12-2018,09:21
__export__.temp_log_196090_b5f7ca9c,Room Admin,08-12-2018 09:20,29,1,08-12-2018,09:20
__export__.temp_log_196087_e04d9477,Room Admin,08-12-2018 09:20,29,1,08-12-2018,09:20
__export__.temp_log_196085_1e3e9e86,Room Admin,08-12-2018 09:19,42,0,08-12-2018,09:19
__export__.temp_log_196086_ab9ff962,Room Admin,08-12-2018 09:19,42,0,08-12-2018,09:19
__export__.temp_log_196082_e025abaa,Room Admin,08-12-2018 09:18,29,1,08-12-2018,09:18
__export__.temp_log_196081_db1796b5,Room Admin,08-12-2018 09:18,29,1,08-12-2018,09:18
__export__.temp_log_196080_911f4eef,Room Admin,08-12-2018 09:17,41,0,08-12-2018,09:17
__export__.temp_log_196079_7a0ef724,Room Admin,08-12-2018 09:17,41,0,08-12-2018,09:17
__export__.temp_log_196077_d97a0ff1,Room Admin,08-12-2018 09:16,29,1,08-12-2018,09:16
__export__.temp_log_196076_93e253c7,Room Admin,08-12-2018 09:16,29,1,08-12-2018,09:16
__export__.temp_log_196073_6cce2ad3,Room Admin,08-12-2018 09:14,29,1,08-12-2018,09:14
__export__.temp_log_196071_cfb015ff,Room Admin,08-12-2018 09:14,29,1,08-12-2018,09:14
__export__.temp_log_196065_a29349e0,Room Admin,08-12-2018 09:12,29,1,08-12-2018,09:12
__export__.temp_log_196063_5facf520,Room Admin,08-12-2018 09:12,29,1,08-12-2018,09:12
__export__.temp_log_196056_de074bc3,Room Admin,08-12-2018 09:09,42,0,08-12-2018,09:09
__export__.temp_log_196055_c4b4dac1,Room Admin,08-12-2018 09:09,42,0,08-12-2018,09:09
__export__.temp_log_196052_a206be15,Room Admin,08-12-2018 09:08,29,1,08-12-2018,09:08
__export__.temp_log_196050_3c252aff,Room Admin,08-12-2018 09:08,29,1,08-12-2018,09:08
__export__.temp_log_196048_e4e30610,Room Admin,08-12-2018 09:07,41,0,08-12-2018,09:07
__export__.temp_log_196047_da4d3971,Room Admin,08-12-2018 09:07,41,0,08-12-2018,09:07
__export__.temp_log_196039_a167c302,Room Admin,08-12-2018 09:05,29,1,08-12-2018,09:05
__export__.temp_log_196038_b58a003f,Room Admin,08-12-2018 09:04,42,0,08-12-2018,09:04
__export__.temp_log_196037_fdf98314,Room Admin,08-12-2018 09:04,30,1,08-12-2018,09:04
__export__.temp_log_196035_689daecd,Room Admin,08-12-2018 09:04,29,1,08-12-2018,09:04
__export__.temp_log_196034_d592acf9,Room Admin,08-12-2018 09:03,42,0,08-12-2018,09:03
__export__.temp_log_196033_cec7562b,Room Admin,08-12-2018 09:03,30,1,08-12-2018,09:03
__export__.temp_log_196026_8ad54b4f,Room Admin,08-12-2018 09:01,30,1,08-12-2018,09:01
__export__.temp_log_196022_1b205f24,Room Admin,08-12-2018 09:00,29,1,08-12-2018,09:00
__export__.temp_log_196021_0ed345a9,Room Admin,08-12-2018 09:00,29,1,08-12-2018,09:00
__export__.temp_log_196020_dbaffc92,Room Admin,08-12-2018 08:58,29,1,08-12-2018,08:58
__export__.temp_log_196018_adf4ef79,Room Admin,08-12-2018 08:58,29,1,08-12-2018,08:58
__export__.temp_log_196016_20a6e7e2,Room Admin,08-12-2018 08:57,41,0,08-12-2018,08:57
__export__.temp_log_196014_8d2b9031,Room Admin,08-12-2018 08:55,30,1,08-12-2018,08:55
__export__.temp_log_196015_db31e3bc,Room Admin,08-12-2018 08:55,30,1,08-12-2018,08:55
__export__.temp_log_196010_238d7f2d,Room Admin,08-12-2018 08:53,42,0,08-12-2018,08:53
__export__.temp_log_196011_5a5158ba,Room Admin,08-12-2018 08:53,42,0,08-12-2018,08:53
__export__.temp_log_196003_7a23e92c,Room Admin,08-12-2018 08:52,29,1,08-12-2018,08:52
__export__.temp_log_196000_3f2ed7ca,Room Admin,08-12-2018 08:52,29,1,08-12-2018,08:52
__export__.temp_log_195999_728bba0f,Room Admin,08-12-2018 08:51,31,1,08-12-2018,08:51
__export__.temp_log_195994_6650de18,Room Admin,08-12-2018 08:50,29,1,08-12-2018,08:50
__export__.temp_log_195993_ca94691a,Room Admin,08-12-2018 08:50,29,1,08-12-2018,08:50
__export__.temp_log_195983_fec1f952,Room Admin,08-12-2018 08:48,29,1,08-12-2018,08:48
__export__.temp_log_195976_f524a948,Room Admin,08-12-2018 08:46,29,1,08-12-2018,08:46
__export__.temp_log_195977_e1805396,Room Admin,08-12-2018 08:46,29,1,08-12-2018,08:46
__export__.temp_log_195972_db46be7e,Room Admin,08-12-2018 08:42,29,1,08-12-2018,08:42
__export__.temp_log_195969_8f5806db,Room Admin,08-12-2018 08:42,29,1,08-12-2018,08:42
__export__.temp_log_195968_c5929341,Room Admin,08-12-2018 08:41,41,0,08-12-2018,08:41
__export__.temp_log_195966_7067918d,Room Admin,08-12-2018 08:41,30,1,08-12-2018,08:41
__export__.temp_log_195967_fd90463b,Room Admin,08-12-2018 08:41,30,1,08-12-2018,08:41
__export__.temp_log_195965_d674087f,Room Admin,08-12-2018 08:40,29,1,08-12-2018,08:40
__export__.temp_log_195964_78b18ce8,Room Admin,08-12-2018 08:40,29,1,08-12-2018,08:40
__export__.temp_log_195960_83b2ac63,Room Admin,08-12-2018 08:38,29,1,08-12-2018,08:38
__export__.temp_log_195958_d1f1c452,Room Admin,08-12-2018 08:38,29,1,08-12-2018,08:38
__export__.temp_log_195952_80703f87,Room Admin,08-12-2018 08:36,29,1,08-12-2018,08:36
__export__.temp_log_195953_8d40d5d6,Room Admin,08-12-2018 08:36,29,1,08-12-2018,08:36
__export__.temp_log_195946_950a05dd,Room Admin,08-12-2018 08:34,29,1,08-12-2018,08:34
__export__.temp_log_195947_788677b5,Room Admin,08-12-2018 08:34,29,1,08-12-2018,08:34
__export__.temp_log_195943_2f2b26fa,Room Admin,08-12-2018 08:33,41,0,08-12-2018,08:33
__export__.temp_log_195942_5e1c858f,Room Admin,08-12-2018 08:33,41,0,08-12-2018,08:33
__export__.temp_log_195937_fb578c35,Room Admin,08-12-2018 08:32,29,1,08-12-2018,08:32
__export__.temp_log_195935_ab01285d,Room Admin,08-12-2018 08:32,29,1,08-12-2018,08:32
__export__.temp_log_195933_53aa6200,Room Admin,08-12-2018 08:31,41,0,08-12-2018,08:31
__export__.temp_log_195932_988cb49a,Room Admin,08-12-2018 08:31,41,0,08-12-2018,08:31
__export__.temp_log_195929_7e57e39e,Room Admin,08-12-2018 08:30,29,1,08-12-2018,08:30
__export__.temp_log_195928_bf913f02,Room Admin,08-12-2018 08:30,29,1,08-12-2018,08:30
__export__.temp_log_195923_6788ab66,Room Admin,08-12-2018 08:28,29,1,08-12-2018,08:28
__export__.temp_log_195921_54b29c20,Room Admin,08-12-2018 08:28,29,1,08-12-2018,08:28
__export__.temp_log_195919_2c731f8f,Room Admin,08-12-2018 08:27,41,0,08-12-2018,08:27
__export__.temp_log_195918_0b04645d,Room Admin,08-12-2018 08:27,41,0,08-12-2018,08:27
__export__.temp_log_195915_0f898d60,Room Admin,08-12-2018 08:26,29,1,08-12-2018,08:26
__export__.temp_log_195914_c287670c,Room Admin,08-12-2018 08:26,29,1,08-12-2018,08:26
__export__.temp_log_195913_12036871,Room Admin,08-12-2018 08:25,41,0,08-12-2018,08:25
__export__.temp_log_195912_d1225202,Room Admin,08-12-2018 08:25,41,0,08-12-2018,08:25
__export__.temp_log_195909_4bb4aa6e,Room Admin,08-12-2018 08:24,29,1,08-12-2018,08:24
__export__.temp_log_195910_45867a15,Room Admin,08-12-2018 08:24,29,1,08-12-2018,08:24
__export__.temp_log_195906_25300ce4,Room Admin,08-12-2018 08:23,41,0,08-12-2018,08:23
__export__.temp_log_195907_a93e5292,Room Admin,08-12-2018 08:23,41,0,08-12-2018,08:23
__export__.temp_log_195905_c6c4e9b4,Room Admin,08-12-2018 08:22,29,1,08-12-2018,08:22
__export__.temp_log_195904_2e517ede,Room Admin,08-12-2018 08:22,29,1,08-12-2018,08:22
__export__.temp_log_195900_d8ef0bf6,Room Admin,08-12-2018 08:21,40,0,08-12-2018,08:21
__export__.temp_log_195901_224e9da3,Room Admin,08-12-2018 08:21,40,0,08-12-2018,08:21
__export__.temp_log_195897_5db0f878,Room Admin,08-12-2018 08:20,29,1,08-12-2018,08:20
__export__.temp_log_195898_e3dd9f74,Room Admin,08-12-2018 08:20,29,1,08-12-2018,08:20
__export__.temp_log_195895_f547a4eb,Room Admin,08-12-2018 08:18,29,1,08-12-2018,08:18
__export__.temp_log_195894_3bedeaeb,Room Admin,08-12-2018 08:18,29,1,08-12-2018,08:18
__export__.temp_log_195891_1322e658,Room Admin,08-12-2018 08:17,30,1,08-12-2018,08:17
__export__.temp_log_195890_324848c7,Room Admin,08-12-2018 08:17,30,1,08-12-2018,08:17
__export__.temp_log_195887_7278790d,Room Admin,08-12-2018 08:16,29,1,08-12-2018,08:16
__export__.temp_log_195885_53d95e8e,Room Admin,08-12-2018 08:16,29,1,08-12-2018,08:16
__export__.temp_log_195883_0d611f99,Room Admin,08-12-2018 08:15,40,0,08-12-2018,08:15
__export__.temp_log_195882_a8219097,Room Admin,08-12-2018 08:15,40,0,08-12-2018,08:15
__export__.temp_log_195881_8bf9697a,Room Admin,08-12-2018 08:15,30,1,08-12-2018,08:15
__export__.temp_log_195880_5ba2a991,Room Admin,08-12-2018 08:15,30,1,08-12-2018,08:15
__export__.temp_log_195877_bcc1e881,Room Admin,08-12-2018 08:12,29,1,08-12-2018,08:12
__export__.temp_log_195875_3859808a,Room Admin,08-12-2018 08:12,29,1,08-12-2018,08:12
__export__.temp_log_195873_2049543d,Room Admin,08-12-2018 08:11,40,0,08-12-2018,08:11
__export__.temp_log_195872_6f0767e8,Room Admin,08-12-2018 08:11,40,0,08-12-2018,08:11
__export__.temp_log_195867_b370c0e5,Room Admin,08-12-2018 08:10,29,1,08-12-2018,08:10
__export__.temp_log_195869_b3533a1a,Room Admin,08-12-2018 08:10,29,1,08-12-2018,08:10
__export__.temp_log_195863_8fec02dc,Room Admin,08-12-2018 08:08,29,1,08-12-2018,08:08
__export__.temp_log_195862_437cc596,Room Admin,08-12-2018 08:08,29,1,08-12-2018,08:08
__export__.temp_log_195859_401ac233,Room Admin,08-12-2018 08:07,40,0,08-12-2018,08:07
__export__.temp_log_195858_e99304af,Room Admin,08-12-2018 08:07,40,0,08-12-2018,08:07
__export__.temp_log_195855_0cae6cd7,Room Admin,08-12-2018 08:06,29,1,08-12-2018,08:06
__export__.temp_log_195854_31c44924,Room Admin,08-12-2018 08:06,29,1,08-12-2018,08:06
__export__.temp_log_195850_ac3cefe9,Room Admin,08-12-2018 08:05,40,0,08-12-2018,08:05
__export__.temp_log_195851_e5ff2539,Room Admin,08-12-2018 08:05,40,0,08-12-2018,08:05
__export__.temp_log_195843_94e9ddeb,Room Admin,08-12-2018 08:04,29,1,08-12-2018,08:04
__export__.temp_log_195841_4309bd29,Room Admin,08-12-2018 08:04,41,0,08-12-2018,08:04
__export__.temp_log_195839_47cb936e,Room Admin,08-12-2018 08:04,29,1,08-12-2018,08:04
__export__.temp_log_195835_c9e1c966,Room Admin,08-12-2018 08:03,41,0,08-12-2018,08:03
__export__.temp_log_195832_c1f30f3b,Room Admin,08-12-2018 08:03,29,1,08-12-2018,08:03
__export__.temp_log_195827_415cb68d,Room Admin,08-12-2018 08:02,29,1,08-12-2018,08:02
__export__.temp_log_195825_8b52d359,Room Admin,08-12-2018 08:01,29,1,08-12-2018,08:01
__export__.temp_log_195819_aeb37aba,Room Admin,08-12-2018 07:58,29,1,08-12-2018,07:58
__export__.temp_log_195814_cb52225d,Room Admin,08-12-2018 07:56,29,1,08-12-2018,07:56
__export__.temp_log_195808_350db3da,Room Admin,08-12-2018 07:56,40,0,08-12-2018,07:56
__export__.temp_log_195809_1a7adc53,Room Admin,08-12-2018 07:56,29,1,08-12-2018,07:56
__export__.temp_log_195804_2def877a,Room Admin,08-12-2018 07:55,40,0,08-12-2018,07:55
__export__.temp_log_195802_113aa722,Room Admin,08-12-2018 07:54,29,1,08-12-2018,07:54
__export__.temp_log_195799_9326dd39,Room Admin,08-12-2018 07:52,29,1,08-12-2018,07:52
__export__.temp_log_195796_19025bcd,Room Admin,08-12-2018 07:52,29,1,08-12-2018,07:52
__export__.temp_log_195797_2c2a633b,Room Admin,08-12-2018 07:52,41,0,08-12-2018,07:52
__export__.temp_log_195793_f138a506,Room Admin,08-12-2018 07:51,41,0,08-12-2018,07:51
__export__.temp_log_195791_42832358,Room Admin,08-12-2018 07:51,29,1,08-12-2018,07:51
__export__.temp_log_195789_e73d0273,Room Admin,08-12-2018 07:50,29,1,08-12-2018,07:50
__export__.temp_log_195786_0e1a8c21,Room Admin,08-12-2018 07:48,40,0,08-12-2018,07:48
__export__.temp_log_195784_be4e2149,Room Admin,08-12-2018 07:47,40,0,08-12-2018,07:47
__export__.temp_log_195781_d191f832,Room Admin,08-12-2018 07:46,29,1,08-12-2018,07:46
__export__.temp_log_195778_33c5ac50,Room Admin,08-12-2018 07:44,29,1,08-12-2018,07:44
__export__.temp_log_195775_4b268ee4,Room Admin,08-12-2018 07:44,29,1,08-12-2018,07:44
__export__.temp_log_195771_5e45289d,Room Admin,08-12-2018 07:41,29,1,08-12-2018,07:41
__export__.temp_log_195757_f68963a1,Room Admin,08-12-2018 07:34,29,1,08-12-2018,07:34
__export__.temp_log_195755_49c6143b,Room Admin,08-12-2018 07:33,29,1,08-12-2018,07:33
__export__.temp_log_195754_a4798307,Room Admin,08-12-2018 07:31,29,1,08-12-2018,07:31
__export__.temp_log_195753_d577e2a7,Room Admin,08-12-2018 07:30,29,1,08-12-2018,07:30
__export__.temp_log_195747_0e2463c8,Room Admin,08-12-2018 07:28,29,1,08-12-2018,07:28
__export__.temp_log_195748_ef018a38,Room Admin,08-12-2018 07:27,29,1,08-12-2018,07:27
__export__.temp_log_195746_2bf6f84c,Room Admin,08-12-2018 07:27,39,0,08-12-2018,07:27
__export__.temp_log_195743_3490989d,Room Admin,08-12-2018 07:25,29,1,08-12-2018,07:25
__export__.temp_log_195741_1ee117ce,Room Admin,08-12-2018 07:22,29,1,08-12-2018,07:22
__export__.temp_log_195737_9b7cf031,Room Admin,08-12-2018 07:18,29,1,08-12-2018,07:18
__export__.temp_log_195735_db7981b8,Room Admin,08-12-2018 07:17,29,1,08-12-2018,07:17
__export__.temp_log_195734_4f2562c2,Room Admin,08-12-2018 07:17,39,0,08-12-2018,07:17
__export__.temp_log_195730_7a1e694e,Room Admin,08-12-2018 07:15,38,0,08-12-2018,07:15
__export__.temp_log_195721_7eaf3460,Room Admin,08-12-2018 07:08,39,0,08-12-2018,07:08
__export__.temp_log_195720_6d45515d,Room Admin,08-12-2018 07:06,29,1,08-12-2018,07:06
__export__.temp_log_195719_49a74545,Room Admin,08-12-2018 07:06,40,0,08-12-2018,07:06
__export__.temp_log_195718_71c2dad3,Room Admin,08-12-2018 07:03,29,1,08-12-2018,07:03
__export__.temp_log_195712_33302c75,Room Admin,08-12-2018 06:57,29,1,08-12-2018,06:57
__export__.temp_log_195710_02625a80,Room Admin,08-12-2018 06:57,39,0,08-12-2018,06:57
__export__.temp_log_195705_d12a0132,Room Admin,08-12-2018 06:56,39,0,08-12-2018,06:56
__export__.temp_log_195699_ae35986e,Room Admin,08-12-2018 06:53,29,1,08-12-2018,06:53
__export__.temp_log_195700_9f91987a,Room Admin,08-12-2018 06:53,29,1,08-12-2018,06:53
__export__.temp_log_195696_ab5dac1e,Room Admin,08-12-2018 06:52,29,1,08-12-2018,06:52
__export__.temp_log_195695_ad7c7502,Room Admin,08-12-2018 06:52,39,0,08-12-2018,06:52
__export__.temp_log_195689_2122bb37,Room Admin,08-12-2018 06:51,29,1,08-12-2018,06:51
__export__.temp_log_195691_e741f787,Room Admin,08-12-2018 06:51,39,0,08-12-2018,06:51
__export__.temp_log_195681_bd6505a1,Room Admin,08-12-2018 06:50,29,1,08-12-2018,06:50
__export__.temp_log_195676_e12ff8ac,Room Admin,08-12-2018 06:47,39,0,08-12-2018,06:47
__export__.temp_log_195675_881ee565,Room Admin,08-12-2018 06:47,29,1,08-12-2018,06:47
__export__.temp_log_195671_e74cdb3b,Room Admin,08-12-2018 06:44,39,0,08-12-2018,06:44
__export__.temp_log_195666_5cdf88fa,Room Admin,08-12-2018 06:43,39,0,08-12-2018,06:43
__export__.temp_log_195664_5c6077e7,Room Admin,08-12-2018 06:42,29,1,08-12-2018,06:42
__export__.temp_log_195662_0427381e,Room Admin,08-12-2018 06:41,29,1,08-12-2018,06:41
__export__.temp_log_195658_8fc4ba31,Room Admin,08-12-2018 06:39,29,1,08-12-2018,06:39
__export__.temp_log_195657_ce71fe88,Room Admin,08-12-2018 06:39,29,1,08-12-2018,06:39
__export__.temp_log_195653_c4fb531f,Room Admin,08-12-2018 06:37,29,1,08-12-2018,06:37
__export__.temp_log_195654_646ef3ee,Room Admin,08-12-2018 06:37,29,1,08-12-2018,06:37
__export__.temp_log_195641_5f06db35,Room Admin,08-12-2018 06:35,29,1,08-12-2018,06:35
__export__.temp_log_195638_3041af8f,Room Admin,08-12-2018 06:33,29,1,08-12-2018,06:33
__export__.temp_log_195631_0521288e,Room Admin,08-12-2018 06:32,39,0,08-12-2018,06:32
__export__.temp_log_195629_fe2b9da4,Room Admin,08-12-2018 06:31,39,0,08-12-2018,06:31
__export__.temp_log_195624_895f8bec,Room Admin,08-12-2018 06:30,29,1,08-12-2018,06:30
__export__.temp_log_195622_231c2bdf,Room Admin,08-12-2018 06:29,29,1,08-12-2018,06:29
__export__.temp_log_195614_1148cf83,Room Admin,08-12-2018 06:25,29,1,08-12-2018,06:25
__export__.temp_log_195605_b53f739a,Room Admin,08-12-2018 06:23,29,1,08-12-2018,06:23
__export__.temp_log_195601_dd0c7ab3,Room Admin,08-12-2018 06:22,29,1,08-12-2018,06:22
__export__.temp_log_195598_ad3240b5,Room Admin,08-12-2018 06:21,29,1,08-12-2018,06:21
__export__.temp_log_195593_e192d0f3,Room Admin,08-12-2018 06:21,29,1,08-12-2018,06:21
__export__.temp_log_195589_ce331dcf,Room Admin,08-12-2018 06:19,29,1,08-12-2018,06:19
__export__.temp_log_195583_b22df853,Room Admin,08-12-2018 06:17,29,1,08-12-2018,06:17
__export__.temp_log_195581_f56cee93,Room Admin,08-12-2018 06:16,29,1,08-12-2018,06:16
